Rank_ID,Rank_Title,Working Area,Pay in ($),Location,Experience Level,Certification Required,Key Skills
J5849,Cloud Architect,Incident Takeover,100319,New York,Mid-Level,CISSP,Secure Software
J5850,Penetration Tester,Network Monitoring and Security,137468,Denmark,Entry-Level,Ethical Hacking,Python
J5851,Security Architect,Network Monitoring and Security,104408,China,Senior,CompTIA Security+,Threat Management
J5852,Security Architect,Network Monitoring and Security,127073,China,Mid-Level,CISSP,Secure Software
J5853,GRC Manager,GRC,91415,America,Entry-Level,CCIE,Linux
J5854,Security Compliance Manager,GRC,129469,America,Senior,CCNA,Vulnerability Assessment
J5855,GRC Manager,Network Monitoring and Security,101774,United Kingdom,Entry-Level,CCIE,Python
J5856,Security Consultant,Security Manager,98915,Canada,Entry-Level,CompTIA Security+,Vulnerability Assessment
J5857,Cloud Architect,Application and Web Security,91943,America,Mid-Level,CompTIA Security+,Vulnerability Assessment
J5858,Security Architect,Network Monitoring and Security,91539,New York,Entry-Level,Ethical Hacking,Vulnerability Assessment
J5859,GRC Manager,Application and Web Security,108550,Germany,Mid-Level,CCIE,Secure Software
J5860,GRC Manager,Penetration Tester,99136,Denmark,Entry-Level,CompTIA Security+,Python
J5861,Penetration Tester,Penetration Tester,82360,Germany,Senior,Ethical Hacking,Vulnerability Assessment
J5862,GRC Manager,Incident Takeover,114541,Denmark,Senior,Ethical Hacking,Linux
J5863,Security Compliance Manager,Penetration Tester,90761,America,Entry-Level,Ethical Hacking,Secure Software
J5864,Security Consultant,Cloud Security and Architect,93367,China,Mid-Level,CompTIA Security+,Mitigation
J5865,Security Architect,Security Manager,113834,New York,Senior,CCNA,Python
J5866,Security Architect,Penetration Tester,92607,New York,Mid-Level,CCIE,Mitigation
J5867,Security Compliance Manager,Cloud Security and Architect,96633,Germany,Senior,CCNA,Python
J5868,Security Architect,Network Monitoring and Security,99999,China,Mid-Level,CCNA,Vulnerability Assessment
J5869,Cloud Architect,Cloud Security and Architect,99861,Canada,Senior,CompTIA Security+,Secure Software
J5870,Security Consultant,Cloud Security and Architect,126829,Germany,Mid-Level,CompTIA Security+,Linux
J5871,Penetration Tester,Network Monitoring and Security,106812,America,Senior,CCIE,Linux
J5872,Security Compliance Manager,GRC,88392,America,Mid-Level,CCIE,Threat Management
J5873,Security Compliance Manager,Incident Takeover,84115,Germany,Mid-Level,CCIE,Vulnerability Assessment
J5874,Security Consultant,Incident Takeover,90088,Denmark,Entry-Level,CompTIA Security+,Threat Management
J5875,Security Architect,Incident Takeover,116579,Denmark,Entry-Level,CISSP,Secure Software
J5876,Penetration Tester,Network Monitoring and Security,109796,Germany,Entry-Level,Ethical Hacking,Vulnerability Assessment
J5877,Security Consultant,Application and Web Security,96056,Canada,Mid-Level,CISSP,Linux
J5878,GRC Manager,Network Monitoring and Security,113600,China,Mid-Level,CCNA,Linux
J5879,Penetration Tester,Cloud Security and Architect,129604,United Kingdom,Senior,CompTIA Security+,Linux
J5880,Cloud Architect,Penetration Tester,120593,America,Entry-Level,CCNA,Threat Management
J5881,Security Architect,Cloud Security and Architect,100014,Canada,Entry-Level,CISSP,Secure Software
J5882,Security Consultant,Security Manager,101813,Canada,Entry-Level,Ethical Hacking,Secure Software
J5883,Security Compliance Manager,Incident Takeover,125215,Denmark,Mid-Level,CCIE,Linux
J5884,Penetration Tester,Security Manager,95528,Canada,Mid-Level,CCIE,Threat Management
J5885,Security Compliance Manager,Application and Web Security,104042,America,Mid-Level,CCNA,Secure Software
J5886,Security Consultant,Application and Web Security,101586,Canada,Entry-Level,CCNA,Mitigation
J5887,Security Consultant,GRC,96706,Denmark,Mid-Level,Ethical Hacking,Linux
J5888,Security Compliance Manager,Incident Takeover,83542,China,Entry-Level,CCIE,Linux
J5889,GRC Manager,Network Monitoring and Security,98334,China,Mid-Level,CISSP,Linux
J5890,GRC Manager,Security Manager,97196,United Kingdom,Senior,CCIE,Python
J5891,Cloud Architect,Cloud Security and Architect,95821,Canada,Mid-Level,CISSP,Mitigation
J5892,GRC Manager,Penetration Tester,100297,Denmark,Senior,CompTIA Security+,Threat Management
J5893,Security Consultant,GRC,135693,Canada,Mid-Level,Ethical Hacking,Python
J5894,Security Architect,Network Monitoring and Security,85742,Germany,Senior,CCNA,Python
J5895,Security Compliance Manager,Network Monitoring and Security,92073,Germany,Entry-Level,CompTIA Security+,Threat Management
J5896,Security Compliance Manager,GRC,116665,Germany,Mid-Level,CCIE,Python
J5897,Cloud Architect,Penetration Tester,105901,United Kingdom,Senior,CISSP,Linux
J5898,Cloud Architect,Security Manager,115898,United Kingdom,Senior,CCNA,Threat Management
J5899,Cloud Architect,Cloud Security and Architect,109750,United Kingdom,Entry-Level,CISSP,Linux
J5900,Penetration Tester,Network Monitoring and Security,107294,China,Senior,CompTIA Security+,Mitigation
J5901,Security Compliance Manager,Cloud Security and Architect,114503,United Kingdom,Mid-Level,Ethical Hacking,Threat Management
J5902,Cloud Architect,Network Monitoring and Security,91621,Denmark,Senior,CompTIA Security+,Python
J5903,Security Compliance Manager,GRC,128478,Germany,Mid-Level,CISSP,Threat Management
J5904,Security Consultant,Network Monitoring and Security,122789,China,Entry-Level,CISSP,Linux
J5905,Cloud Architect,Incident Takeover,92654,America,Mid-Level,CCNA,Secure Software
J5906,Cloud Architect,Security Manager,84165,New York,Entry-Level,Ethical Hacking,Mitigation
J5907,Security Consultant,GRC,92173,Germany,Entry-Level,CompTIA Security+,Threat Management
J5908,Security Consultant,Cloud Security and Architect,86093,China,Entry-Level,CCIE,Python
J5909,Security Compliance Manager,Security Manager,106167,New York,Senior,Ethical Hacking,Mitigation
J5910,Penetration Tester,Penetration Tester,91853,Denmark,Mid-Level,Ethical Hacking,Mitigation
J5911,GRC Manager,Cloud Security and Architect,93966,China,Entry-Level,CCNA,Mitigation
J5912,Security Compliance Manager,Network Monitoring and Security,109474,United Kingdom,Mid-Level,CISSP,Secure Software
J5913,Security Compliance Manager,Cloud Security and Architect,118252,Denmark,Senior,CompTIA Security+,Threat Management
J5914,GRC Manager,Penetration Tester,117910,America,Mid-Level,Ethical Hacking,Secure Software
J5915,Security Consultant,Network Monitoring and Security,91973,Canada,Entry-Level,CISSP,Linux
J5916,Security Architect,Security Manager,83541,United Kingdom,Senior,Ethical Hacking,Python
J5917,Cloud Architect,Application and Web Security,91872,United Kingdom,Senior,CISSP,Python
J5918,Security Consultant,Penetration Tester,100772,China,Senior,CCIE,Secure Software
J5919,Cloud Architect,Incident Takeover,102679,New York,Mid-Level,CISSP,Vulnerability Assessment
J5920,Cloud Architect,Network Monitoring and Security,113006,United Kingdom,Entry-Level,CompTIA Security+,Threat Management
J5921,Security Compliance Manager,Application and Web Security,113398,United Kingdom,Entry-Level,CompTIA Security+,Vulnerability Assessment
J5922,Security Consultant,Cloud Security and Architect,92191,United Kingdom,Senior,Ethical Hacking,Threat Management
J5923,Security Compliance Manager,GRC,90736,New York,Senior,CCIE,Secure Software
J5924,Security Architect,Penetration Tester,104879,Denmark,Entry-Level,CCIE,Python
J5925,Security Consultant,Incident Takeover,103216,Canada,Mid-Level,CCIE,Threat Management
J5926,Security Compliance Manager,Incident Takeover,109132,Germany,Senior,CCNA,Secure Software
J5927,Cloud Architect,Incident Takeover,90200,Germany,Senior,CCNA,Mitigation
J5928,Cloud Architect,Penetration Tester,89221,Germany,Mid-Level,Ethical Hacking,Threat Management
J5929,Cloud Architect,Application and Web Security,98755,America,Senior,CISSP,Secure Software
J5930,Security Compliance Manager,Penetration Tester,119433,America,Mid-Level,CCIE,Vulnerability Assessment
J5931,Penetration Tester,Security Manager,120811,America,Senior,CompTIA Security+,Threat Management
J5932,Cloud Architect,Penetration Tester,81240,Canada,Mid-Level,CompTIA Security+,Mitigation
J5933,Security Compliance Manager,Network Monitoring and Security,97496,United Kingdom,Entry-Level,CCNA,Vulnerability Assessment
J5934,Security Compliance Manager,Application and Web Security,107280,Germany,Entry-Level,Ethical Hacking,Secure Software
J5935,Security Consultant,Cloud Security and Architect,95978,United Kingdom,Senior,Ethical Hacking,Secure Software
J5936,Penetration Tester,Incident Takeover,129850,Canada,Mid-Level,CCNA,Python
J5937,Security Compliance Manager,Security Manager,96162,New York,Mid-Level,CISSP,Threat Management
J5938,Penetration Tester,Cloud Security and Architect,90150,United Kingdom,Senior,CISSP,Linux
J5939,Penetration Tester,Cloud Security and Architect,103614,United Kingdom,Mid-Level,CCIE,Threat Management
J5940,Cloud Architect,Network Monitoring and Security,103708,China,Mid-Level,CCIE,Mitigation
J5941,Security Architect,Application and Web Security,88267,China,Entry-Level,CCIE,Secure Software
J5942,Cloud Architect,Penetration Tester,107315,New York,Senior,CISSP,Mitigation
J5943,Security Compliance Manager,Penetration Tester,141795,Denmark,Senior,CompTIA Security+,Mitigation
J5944,Security Consultant,Security Manager,133583,United Kingdom,Mid-Level,CISSP,Linux
J5945,Security Architect,Penetration Tester,87070,United Kingdom,Entry-Level,CISSP,Threat Management
J5946,Security Consultant,Application and Web Security,98553,Germany,Senior,CCIE,Vulnerability Assessment
J5947,GRC Manager,Incident Takeover,117767,United Kingdom,Mid-Level,CompTIA Security+,Vulnerability Assessment
J5948,GRC Manager,Network Monitoring and Security,89545,Denmark,Entry-Level,CISSP,Mitigation
J5949,Security Architect,Cloud Security and Architect,110768,America,Senior,CISSP,Linux
J5950,Security Architect,Application and Web Security,101460,New York,Mid-Level,CCIE,Threat Management
J5951,Security Compliance Manager,Network Monitoring and Security,81152,Germany,Entry-Level,CCNA,Threat Management
J5952,GRC Manager,Incident Takeover,109443,Canada,Entry-Level,CompTIA Security+,Secure Software
J5953,GRC Manager,Penetration Tester,99798,Germany,Senior,CCIE,Threat Management
J5954,Cloud Architect,Network Monitoring and Security,98416,Denmark,Senior,Ethical Hacking,Vulnerability Assessment
J5955,Security Compliance Manager,Application and Web Security,101303,United Kingdom,Mid-Level,CISSP,Python
J5956,Security Compliance Manager,Network Monitoring and Security,103703,China,Senior,CCIE,Python
J5957,GRC Manager,Incident Takeover,85456,Canada,Senior,CISSP,Threat Management
J5958,Penetration Tester,Incident Takeover,100987,United Kingdom,Entry-Level,Ethical Hacking,Mitigation
J5959,Security Compliance Manager,GRC,93981,America,Senior,CCNA,Threat Management
J5960,Security Consultant,Network Monitoring and Security,97115,Canada,Mid-Level,Ethical Hacking,Threat Management
J5961,Security Consultant,Cloud Security and Architect,115186,China,Senior,Ethical Hacking,Secure Software
J5962,Security Compliance Manager,Application and Web Security,97659,America,Mid-Level,CompTIA Security+,Vulnerability Assessment
J5963,Cloud Architect,Penetration Tester,114169,New York,Entry-Level,CompTIA Security+,Python
J5964,Security Consultant,Cloud Security and Architect,91718,America,Mid-Level,CCIE,Linux
J5965,GRC Manager,Incident Takeover,91791,Canada,Senior,Ethical Hacking,Linux
J5966,Penetration Tester,Incident Takeover,109911,Canada,Entry-Level,Ethical Hacking,Vulnerability Assessment
J5967,Security Compliance Manager,Cloud Security and Architect,78077,China,Entry-Level,Ethical Hacking,Vulnerability Assessment
J5968,Security Architect,Application and Web Security,121741,Canada,Senior,CCIE,Vulnerability Assessment
J5969,GRC Manager,Cloud Security and Architect,110865,New York,Entry-Level,Ethical Hacking,Vulnerability Assessment
J5970,Security Compliance Manager,Cloud Security and Architect,105527,America,Senior,CISSP,Python
J5971,Security Architect,GRC,95982,America,Mid-Level,CISSP,Secure Software
J5972,Security Compliance Manager,Network Monitoring and Security,103252,Canada,Mid-Level,CCIE,Vulnerability Assessment
J5973,GRC Manager,Incident Takeover,140916,United Kingdom,Senior,Ethical Hacking,Mitigation
J5974,GRC Manager,Network Monitoring and Security,91040,Denmark,Mid-Level,CISSP,Linux
J5975,Security Consultant,Network Monitoring and Security,87673,Germany,Mid-Level,CISSP,Linux
J5976,Cloud Architect,Penetration Tester,111203,China,Senior,CompTIA Security+,Vulnerability Assessment
J5977,Penetration Tester,Incident Takeover,85811,Denmark,Mid-Level,CISSP,Secure Software
J5978,Security Architect,Cloud Security and Architect,102608,New York,Senior,CCIE,Secure Software
J5979,GRC Manager,Incident Takeover,130994,China,Senior,CompTIA Security+,Secure Software
J5980,Security Consultant,Network Monitoring and Security,94652,New York,Mid-Level,Ethical Hacking,Python
J5981,GRC Manager,Incident Takeover,88537,Denmark,Mid-Level,CCNA,Vulnerability Assessment
J5982,GRC Manager,Security Manager,109085,America,Senior,CompTIA Security+,Mitigation
J5983,Security Compliance Manager,Security Manager,91841,Germany,Mid-Level,Ethical Hacking,Threat Management
J5984,GRC Manager,Cloud Security and Architect,107462,Denmark,Senior,CISSP,Linux
J5985,GRC Manager,Incident Takeover,113533,America,Mid-Level,CCNA,Linux
J5986,Security Compliance Manager,Cloud Security and Architect,90066,Germany,Mid-Level,CompTIA Security+,Secure Software
J5987,Penetration Tester,Incident Takeover,103385,China,Senior,Ethical Hacking,Threat Management
J5988,Penetration Tester,GRC,100044,United Kingdom,Mid-Level,CompTIA Security+,Threat Management
J5989,Cloud Architect,Incident Takeover,91058,United Kingdom,Mid-Level,CCIE,Threat Management
J5990,GRC Manager,GRC,81663,New York,Entry-Level,Ethical Hacking,Mitigation
J5991,Security Consultant,Cloud Security and Architect,125180,China,Mid-Level,CCIE,Threat Management
J5992,Penetration Tester,GRC,104698,Germany,Senior,CISSP,Threat Management
J5993,GRC Manager,Incident Takeover,123624,Germany,Mid-Level,CCIE,Python
J5994,Penetration Tester,Incident Takeover,98750,Canada,Entry-Level,CISSP,Linux
J5995,Security Compliance Manager,Cloud Security and Architect,116211,China,Senior,CCIE,Secure Software
J5996,Cloud Architect,Network Monitoring and Security,80249,Germany,Senior,CompTIA Security+,Linux
J5997,Cloud Architect,Application and Web Security,100145,China,Entry-Level,CCIE,Linux
J5998,Security Consultant,Application and Web Security,100121,New York,Senior,CCIE,Vulnerability Assessment
J5999,Security Consultant,Penetration Tester,98029,New York,Mid-Level,CCNA,Threat Management
J6000,Security Consultant,Incident Takeover,95865,New York,Senior,CompTIA Security+,Vulnerability Assessment
J6001,Cloud Architect,Application and Web Security,82373,America,Mid-Level,CompTIA Security+,Mitigation
J6002,Security Architect,Application and Web Security,110532,New York,Senior,CompTIA Security+,Linux
J6003,Security Consultant,Incident Takeover,120009,United Kingdom,Mid-Level,Ethical Hacking,Vulnerability Assessment
J6004,Security Compliance Manager,Cloud Security and Architect,109509,New York,Mid-Level,Ethical Hacking,Vulnerability Assessment
J6005,Security Consultant,Network Monitoring and Security,124065,Germany,Mid-Level,Ethical Hacking,Secure Software
J6006,Security Architect,Incident Takeover,103394,New York,Senior,Ethical Hacking,Secure Software
J6007,Security Architect,Security Manager,110730,Germany,Entry-Level,CISSP,Mitigation
J6008,Security Consultant,Incident Takeover,128043,China,Senior,CCNA,Threat Management
J6009,Security Architect,Penetration Tester,135932,Canada,Mid-Level,CCIE,Threat Management
J6010,Penetration Tester,Incident Takeover,90619,Germany,Mid-Level,Ethical Hacking,Linux
J6011,Cloud Architect,Security Manager,102701,China,Mid-Level,Ethical Hacking,Mitigation
J6012,Penetration Tester,Application and Web Security,99245,America,Entry-Level,CompTIA Security+,Threat Management
J6013,Security Compliance Manager,Application and Web Security,112545,Germany,Senior,Ethical Hacking,Threat Management
J6014,GRC Manager,Network Monitoring and Security,106981,Germany,Mid-Level,CompTIA Security+,Threat Management
J6015,Security Consultant,Network Monitoring and Security,92803,Canada,Mid-Level,CCIE,Vulnerability Assessment
J6016,GRC Manager,Cloud Security and Architect,108860,New York,Entry-Level,CompTIA Security+,Vulnerability Assessment
J6017,Security Consultant,Application and Web Security,102113,Canada,Mid-Level,CCNA,Linux
J6018,Cloud Architect,Security Manager,91638,Germany,Mid-Level,CISSP,Linux
J6019,Penetration Tester,Security Manager,109463,Canada,Senior,CCNA,Threat Management
J6020,Security Consultant,Incident Takeover,93520,Denmark,Mid-Level,CCNA,Threat Management
J6021,Security Compliance Manager,Application and Web Security,94319,China,Entry-Level,Ethical Hacking,Python
J6022,Security Architect,Penetration Tester,103285,America,Mid-Level,CISSP,Linux
J6023,Security Compliance Manager,Penetration Tester,88958,Germany,Entry-Level,CISSP,Vulnerability Assessment
J6024,GRC Manager,Cloud Security and Architect,112440,Denmark,Entry-Level,CCNA,Vulnerability Assessment
J6025,GRC Manager,Penetration Tester,94491,Denmark,Entry-Level,CompTIA Security+,Secure Software
J6026,Penetration Tester,Incident Takeover,100380,Canada,Senior,CCIE,Threat Management
J6027,Security Consultant,Network Monitoring and Security,111707,Denmark,Mid-Level,CompTIA Security+,Mitigation
J6028,Penetration Tester,Security Manager,95389,America,Entry-Level,CISSP,Secure Software
J6029,Security Architect,Network Monitoring and Security,104258,Canada,Entry-Level,CCNA,Secure Software
J6030,GRC Manager,Penetration Tester,102354,New York,Mid-Level,CompTIA Security+,Mitigation
J6031,Penetration Tester,Penetration Tester,91402,Germany,Mid-Level,Ethical Hacking,Vulnerability Assessment
J6032,Security Architect,Cloud Security and Architect,116497,New York,Entry-Level,CCNA,Secure Software
J6033,Security Consultant,Cloud Security and Architect,139782,Canada,Mid-Level,Ethical Hacking,Linux
J6034,Security Consultant,Security Manager,84676,Canada,Entry-Level,CompTIA Security+,Secure Software
J6035,Penetration Tester,Application and Web Security,111444,New York,Mid-Level,Ethical Hacking,Vulnerability Assessment
J6036,Penetration Tester,Penetration Tester,95027,America,Senior,CISSP,Python
J6037,Security Compliance Manager,Security Manager,85009,Canada,Entry-Level,Ethical Hacking,Python
J6038,Security Architect,Incident Takeover,114073,America,Senior,CCNA,Mitigation
J6039,Cloud Architect,Incident Takeover,110820,Canada,Entry-Level,CCNA,Secure Software
J6040,Security Architect,GRC,142520,Germany,Entry-Level,Ethical Hacking,Python
J6041,Penetration Tester,Network Monitoring and Security,94776,New York,Mid-Level,CompTIA Security+,Mitigation
J6042,Security Consultant,Security Manager,95291,New York,Mid-Level,CCIE,Threat Management
J6043,Penetration Tester,Network Monitoring and Security,101909,United Kingdom,Entry-Level,CISSP,Python
J6044,Penetration Tester,Security Manager,81525,United Kingdom,Entry-Level,CCIE,Linux
J6045,Penetration Tester,Cloud Security and Architect,109343,Germany,Mid-Level,CompTIA Security+,Linux
J6046,Penetration Tester,Cloud Security and Architect,106286,New York,Mid-Level,CCNA,Secure Software
J6047,Cloud Architect,Penetration Tester,96208,New York,Entry-Level,CCNA,Linux
J6048,Security Architect,Penetration Tester,114954,United Kingdom,Mid-Level,CCNA,Threat Management
J6049,Security Architect,Application and Web Security,108578,New York,Senior,CCIE,Vulnerability Assessment
J6050,Security Consultant,Penetration Tester,83412,America,Senior,CCNA,Threat Management
J6051,GRC Manager,Incident Takeover,106852,New York,Entry-Level,CompTIA Security+,Vulnerability Assessment
J6052,Security Compliance Manager,GRC,107866,New York,Entry-Level,Ethical Hacking,Mitigation
J6053,Security Compliance Manager,Incident Takeover,108832,America,Mid-Level,CCNA,Vulnerability Assessment
J6054,Penetration Tester,Penetration Tester,116827,America,Mid-Level,Ethical Hacking,Mitigation
J6055,Security Compliance Manager,Cloud Security and Architect,109912,China,Senior,CCIE,Python
J6056,Security Consultant,Incident Takeover,108733,New York,Mid-Level,CISSP,Vulnerability Assessment
J6057,Security Architect,Network Monitoring and Security,139297,Denmark,Mid-Level,CompTIA Security+,Vulnerability Assessment
J6058,Security Compliance Manager,Network Monitoring and Security,81358,America,Senior,CCNA,Linux
J6059,Security Compliance Manager,Security Manager,106977,America,Mid-Level,CISSP,Secure Software
J6060,Cloud Architect,Cloud Security and Architect,111093,United Kingdom,Mid-Level,CCNA,Linux
J6061,Security Architect,Penetration Tester,117710,America,Mid-Level,CCIE,Python
J6062,GRC Manager,Network Monitoring and Security,110176,United Kingdom,Senior,CISSP,Python
J6063,GRC Manager,Penetration Tester,90824,Denmark,Entry-Level,Ethical Hacking,Python
J6064,Cloud Architect,GRC,106239,Canada,Mid-Level,CompTIA Security+,Mitigation
J6065,Security Consultant,Cloud Security and Architect,101144,United Kingdom,Senior,CISSP,Vulnerability Assessment
J6066,Security Consultant,Network Monitoring and Security,86122,Germany,Senior,Ethical Hacking,Linux
J6067,Security Compliance Manager,Application and Web Security,91730,America,Entry-Level,Ethical Hacking,Mitigation
J6068,Security Architect,Network Monitoring and Security,105220,America,Senior,Ethical Hacking,Python
J6069,Penetration Tester,Security Manager,88965,Germany,Senior,Ethical Hacking,Vulnerability Assessment
J6070,Security Architect,Application and Web Security,91084,United Kingdom,Mid-Level,CompTIA Security+,Vulnerability Assessment
J6071,GRC Manager,Penetration Tester,115437,Canada,Mid-Level,CISSP,Linux
J6072,Security Compliance Manager,Application and Web Security,100419,Canada,Senior,CISSP,Threat Management
J6073,GRC Manager,Penetration Tester,92421,New York,Mid-Level,CCIE,Linux
J6074,Penetration Tester,Penetration Tester,91179,New York,Mid-Level,CCIE,Mitigation
J6075,Security Compliance Manager,Security Manager,108981,United Kingdom,Senior,CCNA,Linux
J6076,GRC Manager,Cloud Security and Architect,109105,America,Mid-Level,Ethical Hacking,Mitigation
J6077,Penetration Tester,Cloud Security and Architect,94210,Canada,Entry-Level,Ethical Hacking,Vulnerability Assessment
J6078,Security Compliance Manager,GRC,99819,Canada,Mid-Level,CISSP,Vulnerability Assessment
J6079,Cloud Architect,Application and Web Security,119559,China,Senior,CompTIA Security+,Python
J6080,Security Consultant,Penetration Tester,99727,Denmark,Mid-Level,CISSP,Secure Software
J6081,Penetration Tester,Cloud Security and Architect,89585,Canada,Senior,CCIE,Linux
J6082,Cloud Architect,Cloud Security and Architect,104455,United Kingdom,Mid-Level,CCIE,Python
J6083,GRC Manager,Application and Web Security,121216,China,Senior,CCIE,Vulnerability Assessment
J6084,Penetration Tester,Incident Takeover,95253,Denmark,Entry-Level,CCNA,Mitigation
J6085,Security Compliance Manager,Cloud Security and Architect,109214,Canada,Mid-Level,CCIE,Linux
J6086,Cloud Architect,Cloud Security and Architect,108092,Germany,Entry-Level,CCNA,Mitigation
J6087,Penetration Tester,GRC,93620,America,Senior,CompTIA Security+,Python
J6088,Security Consultant,Penetration Tester,98718,Germany,Senior,CCNA,Secure Software
J6089,Cloud Architect,Network Monitoring and Security,97696,Denmark,Mid-Level,CISSP,Vulnerability Assessment
J6090,Security Compliance Manager,Penetration Tester,128181,United Kingdom,Mid-Level,Ethical Hacking,Python
J6091,GRC Manager,Cloud Security and Architect,77677,Germany,Mid-Level,Ethical Hacking,Linux
J6092,Cloud Architect,GRC,111358,America,Senior,CCNA,Linux
J6093,Cloud Architect,Network Monitoring and Security,96791,United Kingdom,Senior,CCNA,Secure Software
J6094,GRC Manager,Security Manager,81230,Denmark,Mid-Level,CCNA,Linux
J6095,Cloud Architect,Application and Web Security,111687,New York,Entry-Level,Ethical Hacking,Linux
J6096,Security Consultant,GRC,98936,America,Mid-Level,CCIE,Mitigation
J6097,Security Architect,GRC,95822,America,Entry-Level,Ethical Hacking,Python
J6098,Penetration Tester,Incident Takeover,95602,Germany,Senior,CompTIA Security+,Mitigation
J6099,Penetration Tester,Application and Web Security,106772,Denmark,Senior,CCNA,Secure Software
J6100,Security Consultant,Application and Web Security,97816,Germany,Senior,CCNA,Secure Software
J6101,Cloud Architect,Penetration Tester,105837,Germany,Mid-Level,CompTIA Security+,Linux
J6102,Security Consultant,GRC,120640,China,Entry-Level,CompTIA Security+,Vulnerability Assessment
J6103,Cloud Architect,Incident Takeover,84081,Canada,Senior,CompTIA Security+,Mitigation
J6104,GRC Manager,Security Manager,80900,Denmark,Entry-Level,CISSP,Secure Software
J6105,Security Consultant,GRC,90642,Canada,Entry-Level,Ethical Hacking,Linux
J6106,Penetration Tester,Incident Takeover,124275,America,Senior,CCNA,Vulnerability Assessment
J6107,GRC Manager,Incident Takeover,128354,America,Entry-Level,Ethical Hacking,Vulnerability Assessment
J6108,Security Architect,GRC,118329,United Kingdom,Senior,CISSP,Secure Software
J6109,Penetration Tester,Security Manager,96226,Canada,Senior,Ethical Hacking,Mitigation
J6110,Security Consultant,Incident Takeover,111240,Denmark,Entry-Level,CompTIA Security+,Mitigation
J6111,Penetration Tester,Network Monitoring and Security,111734,United Kingdom,Entry-Level,CISSP,Mitigation
J6112,Security Architect,Network Monitoring and Security,109042,China,Entry-Level,CompTIA Security+,Linux
J6113,Security Compliance Manager,Application and Web Security,127803,Germany,Entry-Level,CCNA,Vulnerability Assessment
J6114,GRC Manager,Penetration Tester,106049,New York,Senior,CISSP,Linux
J6115,Security Architect,Application and Web Security,106333,United Kingdom,Senior,CompTIA Security+,Threat Management
J6116,Security Consultant,Network Monitoring and Security,92455,United Kingdom,Senior,CCIE,Mitigation
J6117,Security Architect,Application and Web Security,84052,America,Mid-Level,CCNA,Threat Management
J6118,Security Compliance Manager,Security Manager,137721,New York,Mid-Level,CCIE,Python
J6119,Cloud Architect,Penetration Tester,114049,United Kingdom,Senior,CISSP,Python
J6120,Security Consultant,Network Monitoring and Security,104489,China,Mid-Level,CCIE,Vulnerability Assessment
J6121,GRC Manager,Application and Web Security,81047,China,Senior,Ethical Hacking,Linux
J6122,Security Compliance Manager,Security Manager,95233,United Kingdom,Senior,Ethical Hacking,Linux
J6123,Penetration Tester,Cloud Security and Architect,105600,Germany,Entry-Level,CCIE,Python
J6124,Security Architect,Application and Web Security,106668,America,Mid-Level,CISSP,Threat Management
J6125,Security Architect,Network Monitoring and Security,116826,Canada,Mid-Level,CISSP,Python
J6126,Security Compliance Manager,Penetration Tester,102386,United Kingdom,Entry-Level,CompTIA Security+,Vulnerability Assessment
J6127,Security Compliance Manager,Security Manager,107609,Canada,Entry-Level,CCIE,Mitigation
J6128,GRC Manager,Incident Takeover,95635,New York,Entry-Level,CompTIA Security+,Linux
J6129,Penetration Tester,Application and Web Security,81988,Denmark,Entry-Level,CompTIA Security+,Vulnerability Assessment
J6130,Cloud Architect,Network Monitoring and Security,139430,Denmark,Senior,Ethical Hacking,Linux
J6131,Security Compliance Manager,Network Monitoring and Security,90213,China,Mid-Level,Ethical Hacking,Linux
J6132,Security Consultant,Security Manager,110528,Germany,Senior,CISSP,Threat Management
J6133,Penetration Tester,Penetration Tester,97797,America,Entry-Level,CISSP,Mitigation
J6134,Cloud Architect,Cloud Security and Architect,85177,New York,Senior,CompTIA Security+,Vulnerability Assessment
J6135,Security Consultant,GRC,96035,United Kingdom,Senior,CCNA,Secure Software
J6136,Security Compliance Manager,Penetration Tester,101707,United Kingdom,Senior,CompTIA Security+,Threat Management
J6137,Penetration Tester,Security Manager,98883,Germany,Mid-Level,CCIE,Linux
J6138,Security Compliance Manager,Network Monitoring and Security,148272,China,Mid-Level,CCNA,Python
J6139,Security Compliance Manager,GRC,90433,China,Mid-Level,CompTIA Security+,Vulnerability Assessment
J6140,Security Architect,Cloud Security and Architect,101133,New York,Entry-Level,CISSP,Mitigation
J6141,Security Architect,Penetration Tester,103196,America,Entry-Level,CCNA,Threat Management
J6142,Cloud Architect,Penetration Tester,80102,New York,Senior,Ethical Hacking,Vulnerability Assessment
J6143,Security Compliance Manager,Incident Takeover,119159,China,Entry-Level,CISSP,Mitigation
J6144,Penetration Tester,Security Manager,96420,United Kingdom,Mid-Level,CCIE,Mitigation
J6145,Security Architect,Cloud Security and Architect,106266,Denmark,Senior,Ethical Hacking,Linux
J6146,Security Consultant,Incident Takeover,96636,Germany,Mid-Level,CompTIA Security+,Vulnerability Assessment
J6147,GRC Manager,Penetration Tester,108207,Denmark,Mid-Level,CCIE,Threat Management
J6148,Security Architect,GRC,123483,New York,Mid-Level,CCNA,Linux
J6149,Cloud Architect,GRC,87545,China,Mid-Level,Ethical Hacking,Python
J6150,Cloud Architect,Application and Web Security,124651,United Kingdom,Entry-Level,Ethical Hacking,Python
J6151,Cloud Architect,Network Monitoring and Security,138396,New York,Mid-Level,CompTIA Security+,Vulnerability Assessment
